objectid,title,format,filename,creator,date,subject,location,latitude,longitude,description,parentid,image_small
item47,"Sheet 1 - Fire Insurance Plans - Bridgeburg, 1928",image/jpeg,FC3159_F7_A325_1928_BridgeburgSheet1.jpg,Underwriters' Survey Bureau,1928,Fort Erie (Ont.) -- History; Fire insurance Ontario Bridgeburg Maps; Fire risk assessment Ontario Bridgeburg Maps; Real property Ontario Bridgeburg Maps; Bridgeburg (Ont.) Maps.,"Bridgeburg, Ontario",42.9327,-78.9345,"The fire insurance plan for Bridgeburg, Fort Erie, Ontario, October 1928. The original plan is dated May 1909, but was revised to October 1928. The revisions have been pasted on top. The plan consists of: Sheets attached to cover at center fold. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-8. Sheets at scale 1:1,200: 3, 4, 7, 8. Call No. FC 3159 F7 A325 1928",item46,
item48,"Sheet 2 - Fire Insurance Plans - Bridgeburg, 1928",image/jpeg,FC3159_F7_A325_1928_BridgeburgSheet2.jpg,Underwriters' Survey Bureau,1928,Fort Erie (Ont.) -- History; Fire insurance Ontario Bridgeburg Maps; Fire risk assessment Ontario Bridgeburg Maps; Real property Ontario Bridgeburg Maps; Bridgeburg (Ont.) Maps.,"Bridgeburg, Ontario",42.9327,-78.9345,"The fire insurance plan for Bridgeburg, Fort Erie, Ontario, October 1928. The original plan is dated May 1909, but was revised to October 1928. The revisions have been pasted on top. The plan consists of: Sheets attached to cover at center fold. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-8. Sheets at scale 1:1,200: 3, 4, 7, 8. Call No. FC 3159 F7 A325 1928",item46,
item49,"Sheet 3 - Fire Insurance Plans - Bridgeburg, 1928",image/jpeg,FC3159_F7_A325_1928_BridgeburgSheet3.jpg,Underwriters' Survey Bureau,1928,Fort Erie (Ont.) -- History; Fire insurance Ontario Bridgeburg Maps; Fire risk assessment Ontario Bridgeburg Maps; Real property Ontario Bridgeburg Maps; Bridgeburg (Ont.) Maps.,"Bridgeburg, Ontario",42.9327,-78.9345,"The fire insurance plan for Bridgeburg, Fort Erie, Ontario, October 1928. The original plan is dated May 1909, but was revised to October 1928. The revisions have been pasted on top. The plan consists of: Sheets attached to cover at center fold. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-8. Sheets at scale 1:1,200: 3, 4, 7, 8. Call No. FC 3159 F7 A325 1928",item46,
item50,"Sheet 4 - Fire Insurance Plans - Bridgeburg, 1928",image/jpeg,FC3159_F7_A325_1928_BridgeburgSheet4.jpg,Underwriters' Survey Bureau,1928,Fort Erie (Ont.) -- History; Fire insurance Ontario Bridgeburg Maps; Fire risk assessment Ontario Bridgeburg Maps; Real property Ontario Bridgeburg Maps; Bridgeburg (Ont.) Maps.,"Bridgeburg, Ontario",42.9327,-78.9345,"The fire insurance plan for Bridgeburg, Fort Erie, Ontario, October 1928. The original plan is dated May 1909, but was revised to October 1928. The revisions have been pasted on top. The plan consists of: Sheets attached to cover at center fold. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-8. Sheets at scale 1:1,200: 3, 4, 7, 8. Call No. FC 3159 F7 A325 1928",item46,
item51,"Sheet 5 - Fire Insurance Plans - Bridgeburg, 1928",image/jpeg,FC3159_F7_A325_1928_BridgeburgSheet5.jpg,Underwriters' Survey Bureau,1928,Fort Erie (Ont.) -- History; Fire insurance Ontario Bridgeburg Maps; Fire risk assessment Ontario Bridgeburg Maps; Real property Ontario Bridgeburg Maps; Bridgeburg (Ont.) Maps.,"Bridgeburg, Ontario",42.9327,-78.9345,"The fire insurance plan for Bridgeburg, Fort Erie, Ontario, October 1928. The original plan is dated May 1909, but was revised to October 1928. The revisions have been pasted on top. The plan consists of: Sheets attached to cover at center fold. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-8. Sheets at scale 1:1,200: 3, 4, 7, 8. Call No. FC 3159 F7 A325 1928",item46,
item52,"Sheet 6 - Fire Insurance Plans - Bridgeburg, 1928",image/jpeg,FC3159_F7_A325_1928_BridgeburgSheet6.jpg,Underwriters' Survey Bureau,1928,Fort Erie (Ont.) -- History; Fire insurance Ontario Bridgeburg Maps; Fire risk assessment Ontario Bridgeburg Maps; Real property Ontario Bridgeburg Maps; Bridgeburg (Ont.) Maps.,"Bridgeburg, Ontario",42.9327,-78.9345,"The fire insurance plan for Bridgeburg, Fort Erie, Ontario, October 1928. The original plan is dated May 1909, but was revised to October 1928. The revisions have been pasted on top. The plan consists of: Sheets attached to cover at center fold. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-8. Sheets at scale 1:1,200: 3, 4, 7, 8. Call No. FC 3159 F7 A325 1928",item46,
item53,"Sheet 7 - Fire Insurance Plans - Bridgeburg, 1928",image/jpeg,FC3159_F7_A325_1928_BridgeburgSheet7.jpg,Underwriters' Survey Bureau,1928,Fort Erie (Ont.) -- History; Fire insurance Ontario Bridgeburg Maps; Fire risk assessment Ontario Bridgeburg Maps; Real property Ontario Bridgeburg Maps; Bridgeburg (Ont.) Maps.,"Bridgeburg, Ontario",42.9327,-78.9345,"The fire insurance plan for Bridgeburg, Fort Erie, Ontario, October 1928. The original plan is dated May 1909, but was revised to October 1928. The revisions have been pasted on top. The plan consists of: Sheets attached to cover at center fold. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-8. Sheets at scale 1:1,200: 3, 4, 7, 8. Call No. FC 3159 F7 A325 1928",item46,
item54,"Sheet 8 - Fire Insurance Plans - Bridgeburg, 1928",image/jpeg,FC3159_F7_A325_1928_BridgeburgSheet8.jpg,Underwriters' Survey Bureau,1928,Fort Erie (Ont.) -- History; Fire insurance Ontario Bridgeburg Maps; Fire risk assessment Ontario Bridgeburg Maps; Real property Ontario Bridgeburg Maps; Bridgeburg (Ont.) Maps.,"Bridgeburg, Ontario",42.9327,-78.9345,"The fire insurance plan for Bridgeburg, Fort Erie, Ontario, October 1928. The original plan is dated May 1909, but was revised to October 1928. The revisions have been pasted on top. The plan consists of: Sheets attached to cover at center fold. Consists of: sheet 1 (key plan, scale [1:6,000]), sheets 2-8. Sheets at scale 1:1,200: 3, 4, 7, 8. Call No. FC 3159 F7 A325 1928",item46,
item55,"Fire Insurance Plans - Merritton, 1919",compound_object,FC3153_M4_A325_1919_Merritton1.jpg,Underwriters' Survey Bureau,1919,Fire insurance -- Ontario -- Merritton; Fire risk assessment -- Ontario -- Merritton; Real Property -- Ontario -- Merritton; Merritton (Ont.); St. Catharines (Ont.) -- History,"Merritton, Ontario",43.1413,-79.2056,"The fire insurance plan for Merritton, Ontario is dated April 1897 and reprinted in 1919. There have been revisions pasted on some of the sheets. There are five sheets in total and sheet one includes the key plan and a scale of 1:6000. Call No. FC 3153 M4 A325 1919",,
item56,"Sheet 1 - Fire Insurance Plans - Merritton, 1919",image/jpeg,FC3153_M4_A325_1919_Merritton1.jpg,Underwriters' Survey Bureau,1919,Fire insurance -- Ontario -- Merritton; Fire risk assessment -- Ontario -- Merritton; Real Property -- Ontario -- Merritton; Merritton (Ont.); St. Catharines (Ont.) -- History,"Merritton, Ontario",43.1413,-79.2056,"The fire insurance plan for Merritton, Ontario is dated April 1897 and reprinted in 1919. There have been revisions pasted on some of the sheets. There are five sheets in total and sheet one includes the key plan and a scale of 1:6000. Call No. FC 3153 M4 A325 1919",item55,
item57,"Sheet 2 - Fire Insurance Plans - Merritton, 1919",image/jpeg,FC3153_M4_A325_1919_Merritton2.jpg,Underwriters' Survey Bureau,1919,Fire insurance -- Ontario -- Merritton; Fire risk assessment -- Ontario -- Merritton; Real Property -- Ontario -- Merritton; Merritton (Ont.); St. Catharines (Ont.) -- History,"Merritton, Ontario",43.1413,-79.2056,"The fire insurance plan for Merritton, Ontario is dated April 1897 and reprinted in 1919. There have been revisions pasted on some of the sheets. There are five sheets in total and sheet one includes the key plan and a scale of 1:6000. Call No. FC 3153 M4 A325 1919",item55,
item58,"Sheet 3 - Fire Insurance Plans - Merritton, 1919",image/jpeg,FC3153_M4_A325_1919_Merritton3.jpg,Underwriters' Survey Bureau,1919,Fire insurance -- Ontario -- Merritton; Fire risk assessment -- Ontario -- Merritton; Real Property -- Ontario -- Merritton; Merritton (Ont.); St. Catharines (Ont.) -- History,"Merritton, Ontario",43.1413,-79.2056,"The fire insurance plan for Merritton, Ontario is dated April 1897 and reprinted in 1919. There have been revisions pasted on some of the sheets. There are five sheets in total and sheet one includes the key plan and a scale of 1:6000. Call No. FC 3153 M4 A325 1919",item55,
item59,"Sheet 4 - Fire Insurance Plans - Merritton, 1919",image/jpeg,FC3153_M4_A325_1919_Merritton4.jpg,Underwriters' Survey Bureau,1919,Fire insurance -- Ontario -- Merritton; Fire risk assessment -- Ontario -- Merritton; Real Property -- Ontario -- Merritton; Merritton (Ont.); St. Catharines (Ont.) -- History,"Merritton, Ontario",43.1413,-79.2056,"The fire insurance plan for Merritton, Ontario is dated April 1897 and reprinted in 1919. There have been revisions pasted on some of the sheets. There are five sheets in total and sheet one includes the key plan and a scale of 1:6000. Call No. FC 3153 M4 A325 1919",item55,
item60,"Sheet 5 - Fire Insurance Plans - Merritton, 1919",image/jpeg,FC3153_M4_A325_1919_Merritton5.jpg,Underwriters' Survey Bureau,1919,Fire insurance -- Ontario -- Merritton; Fire risk assessment -- Ontario -- Merritton; Real Property -- Ontario -- Merritton; Merritton (Ont.); St. Catharines (Ont.) -- History,"Merritton, Ontario",43.1413,-79.2056,"The fire insurance plan for Merritton, Ontario is dated April 1897 and reprinted in 1919. There have been revisions pasted on some of the sheets. There are five sheets in total and sheet one includes the key plan and a scale of 1:6000. Call No. FC 3153 M4 A325 1919",item55,
item61,"Fire Insurance Plans - Grimsby, 1928",compound_object,FC_3153_G83_A325_1928_Grimsby1.jpg,Underwriters' Survey Bureau,1928,Fire insurance -- Ontario -- Grimsby; Fire risk assessment -- Ontario -- Grimsby; Real property -- Ontario -- Grimsby; Grimsby (Ont.),"Grimsby, Ontario",43.1942,-79.5624,The fire insurance plan consists of five sheets of hand coloured maps that are mounted on cloth. The scale is 1:6000 and 1:1200. Call No. FC 3153 G83 A325 1928,,
item62,"Sheet 1 - Fire Insurance Plans - Grimsby, 1928",image/jpeg,FC_3153_G83_A325_1928_Grimsby1.jpg,Underwriters' Survey Bureau,1928,Fire insurance -- Ontario -- Grimsby; Fire risk assessment -- Ontario -- Grimsby; Real property -- Ontario -- Grimsby; Grimsby (Ont.),"Grimsby, Ontario",43.1942,-79.5624,The fire insurance plan consists of five sheets of hand coloured maps that are mounted on cloth. The scale is 1:6000 and 1:1200. Call No. FC 3153 G83 A325 1928,item61,
item63,"Sheet 2 - Fire Insurance Plans - Grimsby, 1928",image/jpeg,FC_3153_G83_A325_1928_Grimsby2.jpg,Underwriters' Survey Bureau,1928,Fire insurance -- Ontario -- Grimsby; Fire risk assessment -- Ontario -- Grimsby; Real property -- Ontario -- Grimsby; Grimsby (Ont.),"Grimsby, Ontario",43.1942,-79.5624,The fire insurance plan consists of five sheets of hand coloured maps that are mounted on cloth. The scale is 1:6000 and 1:1200. Call No. FC 3153 G83 A325 1928,item61,
item64,"Sheet 3 - Fire Insurance Plans - Grimsby, 1928",image/jpeg,FC_3153_G83_A325_1928_Grimsby3.jpg,Underwriters' Survey Bureau,1928,Fire insurance -- Ontario -- Grimsby; Fire risk assessment -- Ontario -- Grimsby; Real property -- Ontario -- Grimsby; Grimsby (Ont.),"Grimsby, Ontario",43.1942,-79.5624,The fire insurance plan consists of five sheets of hand coloured maps that are mounted on cloth. The scale is 1:6000 and 1:1200. Call No. FC 3153 G83 A325 1928,item61,
item65,"Sheet 4 - Fire Insurance Plans - Grimsby, 1928",image/jpeg,FC_3153_G83_A325_1928_Grimsby4.jpg,Underwriters' Survey Bureau,1928,Fire insurance -- Ontario -- Grimsby; Fire risk assessment -- Ontario -- Grimsby; Real property -- Ontario -- Grimsby; Grimsby (Ont.),"Grimsby, Ontario",43.1942,-79.5624,The fire insurance plan consists of five sheets of hand coloured maps that are mounted on cloth. The scale is 1:6000 and 1:1200. Call No. FC 3153 G83 A325 1928,item61,
item66,"Sheet 5 - Fire Insurance Plans - Grimsby, 1928",image/jpeg,FC_3153_G83_A325_1928_Grimsby5.jpg,Underwriters' Survey Bureau,1928,Fire insurance -- Ontario -- Grimsby; Fire risk assessment -- Ontario -- Grimsby; Real property -- Ontario -- Grimsby; Grimsby (Ont.),"Grimsby, Ontario",43.1942,-79.5624,The fire insurance plan consists of five sheets of hand coloured maps that are mounted on cloth. The scale is 1:6000 and 1:1200. Call No. FC 3153 G83 A325 1928,item61,
item67,"Fire Insurance Plans - Stevensville, 1897",image/jpeg,FC3140_195U64_Stevensville_1897.jpg,"Goad, Charles E.",1897,Fire insurance -- Ontario -- Stevensville; Fire risk assessment -- Ontario -- Stevensville; Real property -- Ontario -- Stevensville; Stevensville (Ont.),"Stevensville, Ontario",42.9432,-79.0551,"Fire insurance plans for Stevensville, Ontario. The plan is dated April 1897 and Inset: key plan, scale [1:6,000]. Call No. FC 3140.195 U64",,
item68,"Fire Insurance Plans - Selkirk, 1905",image/jpeg,FC3140_195U64_Selkirk_March1905.jpg,"Goad, Charles E.",1905,Fire insurance -- Ontario -- Selkirk; Fire risk assessment -- Ontario -- Selkirk; Real property -- Ontario -- Selkirk; Selkirk (Ont.),"Selkirk, Ontario",42.8337,-79.9318,"Fire insurance plans for Selkirk, Haldimand County, Ontario. The plan is dated March 1905 and the Inset: key plan, scale [1:6,000]. Call No. FC 3140.195 U64.",,
item69,"Fire Insurance Plans - Ridgeway, 1905",compound_object,FC3140_195U64_Ridgeway1_March1905.jpg,"Goad, Charles E.",1905,Fire insurance -- Ontario -- Ridgeway; Fire risk assessment -- Ontario -- Ridgeway; Real property -- Ontario -- Ridgeway; Ridgeway (Ont.),"Ridgeway, Ontario",42.8836,-79.0574,"Fire insurance plans for Ridgeway, Welland County, Ontario. The plan is dated March 1905 and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",,
item70,"Sheet 1 - Fire Insurance Plans - Ridgeway, 1905",image/jpeg,FC3140_195U64_Ridgeway1_March1905.jpg,"Goad, Charles E.",1905,Fire insurance -- Ontario -- Ridgeway; Fire risk assessment -- Ontario -- Ridgeway; Real property -- Ontario -- Ridgeway; Ridgeway (Ont.),"Ridgeway, Ontario",42.8836,-79.0574,"Fire insurance plans for Ridgeway, Welland County, Ontario. The plan is dated March 1905 and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",item69,
item71,"Sheet 2 - Fire Insurance Plans - Ridgeway, 1905",image/jpeg,FC3140_195U64_Ridgeway2_March1905.jpg,"Goad, Charles E.",1905,Fire insurance -- Ontario -- Ridgeway; Fire risk assessment -- Ontario -- Ridgeway; Real property -- Ontario -- Ridgeway; Ridgeway (Ont.),"Ridgeway, Ontario",42.8836,-79.0574,"Fire insurance plans for Ridgeway, Welland County, Ontario. The plan is dated March 1905 and consists of: sheet 1 (key plan, scale [1:6,000]), sheet 2. Call No. FC 3140.195 U64",item69,
item72,"Fire Insurance Plans - St. Catharines, 1916",compound_object,,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",,
item73,"Sheet 1 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsuranceStCatharinesKeyPlan1913.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item74,"Sheet 2 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance2.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item75,"Sheet 3 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance3.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item76,"Sheet 4 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance4.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item77,"Sheet 5 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance5.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item78,"Sheet 6 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance6.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item79,"Sheet 7 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance7.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item80,"Sheet 8 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance8.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item81,"Sheet 9 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance9.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item82,"Sheet 10 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance10.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item83,"Sheet 11 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance11.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item84,"Sheet 12 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance12.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item85,"Sheet 13 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance13.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item86,"Sheet 14 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance14.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item87,"Sheet 15 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance15.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item88,"Sheet 16 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance16.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item89,"Sheet 17 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance17.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item90,"Sheet 18 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance18.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item91,"Sheet 19 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance19.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item92,"Sheet 20 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance20.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item93,"Sheet 21 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance21.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item94,"Sheet 22 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance22.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
